NETime(ps)	MD_run	Estarttime(ns)	E_Distance(Å)	NE_Distance(Å)	Change(Å)
30ns	10	425	19.978	15.604	-4.375
30ns	10	430	16.491	19.665	3.174
30ns	10	440	23.028	24.227	1.199
30ns	10	450	19.895	17.604	-2.291
30ns	10	460	21.355	22.082	0.727
30ns	10	470	21.981	19.112	-2.869
30ns	10	475	22.833	19.800	-3.033
30ns	10	480	22.926	20.957	-1.968
30ns	10	490	23.002	20.640	-2.362
30ns	10	500	21.425	17.042	-4.382
30ns	Average	Average	17.629	17.453	-0.176
40ns	1	50	9.993	10.436	0.442
40ns	1	60	9.325	10.020	0.694
40ns	1	70	9.314	8.602	-0.711
40ns	1	75	9.144	9.654	0.511
40ns	1	80	9.689	8.975	-0.715
40ns	1	90	9.262	9.529	0.268
40ns	1	100	9.191	8.829	-0.363
40ns	1	110	8.380	12.391	4.012
40ns	1	120	8.815	11.960	3.145
40ns	1	125	10.170	7.859	-2.311
40ns	1	130	9.826	8.914	-0.912
40ns	1	140	8.570	9.304	0.734
40ns	1	150	10.728	14.854	4.127
40ns	1	160	13.103	13.652	0.550
40ns	1	170	14.859	13.133	-1.726
40ns	1	175	16.185	16.134	-0.052
40ns	1	180	14.819	11.724	-3.095
40ns	1	190	12.868	11.498	-1.370
40ns	1	200	18.210	15.749	-2.461
40ns	1	210	15.579	15.039	-0.540
40ns	1	220	13.275	12.013	-1.263
40ns	1	225	14.699	14.797	0.099
40ns	1	230	14.857	13.138	-1.718
40ns	1	240	13.621	13.977	0.357
40ns	1	250	15.344	14.791	-0.553
40ns	1	260	21.031	20.116	-0.915
40ns	1	270	18.357	18.556	0.199
40ns	1	275	19.028	18.390	-0.637
40ns	1	280	17.906	17.097	-0.808
40ns	1	290	17.223	17.684	0.461
40ns	1	300	15.375	14.376	-0.998
40ns	1	310	17.081	16.321	-0.760
40ns	1	320	18.778	17.441	-1.337
40ns	1	325	17.357	17.473	0.116
40ns	1	330	16.712	16.344	-0.369
40ns	1	340	14.833	15.697	0.865
40ns	1	350	16.138	15.680	-0.457
40ns	1	360	13.694	15.044	1.350
40ns	1	370	17.664	17.877	0.213
40ns	1	375	19.401	17.029	-2.371
40ns	1	380	15.955	16.818	0.863
40ns	1	390	15.917	16.963	1.046
40ns	1	400	15.904	16.429	0.525
40ns	1	410	17.946	16.630	-1.315
40ns	1	420	15.797	15.899	0.102
40ns	1	425	16.194	17.604	1.410
40ns	1	430	16.761	14.237	-2.524
40ns	1	440	15.359	15.609	0.250
40ns	1	450	14.398	14.720	0.322
40ns	1	460	14.370	14.004	-0.366
40ns	1	470	16.682	17.629	0.947
40ns	1	475	14.589	16.016	1.427
40ns	1	480	17.495	14.005	-3.491
40ns	1	490	18.866	17.863	-1.003
40ns	1	500	15.442	14.704	-0.737
40ns	2	50	19.080	22.744	3.664
40ns	2	60	19.501	18.574	-0.927
40ns	2	70	15.310	15.414	0.104
40ns	2	75	15.180	17.769	2.589
40ns	2	80	19.825	20.018	0.194
40ns	2	90	18.395	19.710	1.315
40ns	2	100	19.432	18.943	-0.489
40ns	2	110	15.790	15.920	0.130
40ns	2	120	18.066	18.717	0.651
40ns	2	125	18.131	17.993	-0.138
40ns	2	130	19.201	19.315	0.114
40ns	2	140	17.158	18.974	1.816
40ns	2	150	17.137	15.990	-1.147
40ns	2	160	20.917	20.818	-0.099
40ns	2	170	18.506	19.311	0.805
40ns	2	175	18.561	18.949	0.388
40ns	2	180	16.340	19.041	2.702
40ns	2	190	19.495	21.727	2.232
40ns	2	200	20.393	21.083	0.690
40ns	2	210	20.377	18.751	-1.626
40ns	2	220	22.737	20.061	-2.676
40ns	2	225	19.216	22.420	3.204
40ns	2	230	17.084	19.231	2.147
40ns	2	240	21.277	20.303	-0.974
40ns	2	250	22.879	21.147	-1.732
40ns	2	260	21.140	19.704	-1.436
40ns	2	270	20.378	19.712	-0.666
40ns	2	275	21.272	19.493	-1.779
40ns	2	280	20.739	20.809	0.070
40ns	2	290	21.497	23.456	1.960
40ns	2	300	18.860	20.544	1.685
40ns	2	310	18.173	18.316	0.142
40ns	2	320	19.221	17.703	-1.517
40ns	2	325	17.919	13.022	-4.897
40ns	2	330	21.772	19.010	-2.762
40ns	2	340	27.977	26.754	-1.223
40ns	2	350	25.915	25.482	-0.433
40ns	2	360	26.581	25.776	-0.805
40ns	2	370	23.920	25.272	1.352
40ns	2	375	31.262	22.887	-8.375
40ns	2	380	25.325	27.261	1.937
40ns	2	390	22.526	26.529	4.003
40ns	2	400	31.438	33.246	1.808
40ns	2	410	32.678	29.182	-3.496
40ns	2	420	28.467	27.944	-0.524
40ns	2	425	31.744	37.087	5.343
40ns	2	430	28.354	32.111	3.757
40ns	2	440	34.956	34.082	-0.874
40ns	2	450	35.204	35.563	0.359
40ns	2	460	34.327	33.265	-1.061
40ns	2	470	33.951	32.184	-1.767
40ns	2	475	31.232	30.509	-0.723
40ns	2	480	31.105	33.651	2.546
40ns	2	490	31.834	27.744	-4.089
40ns	2	500	31.754	33.384	1.629
40ns	3	50	15.803	15.863	0.059
40ns	3	60	11.558	11.165	-0.393
40ns	3	70	11.634	13.103	1.469
40ns	3	75	14.115	15.032	0.916
40ns	3	80	18.713	16.565	-2.147
40ns	3	90	13.151	14.212	1.061
40ns	3	100	12.875	15.050	2.175
40ns	3	110	13.930	14.957	1.027
40ns	3	120	12.807	13.492	0.686
40ns	3	125	12.160	12.754	0.594
40ns	3	130	12.413	15.693	3.280
40ns	3	140	14.224	13.545	-0.678
40ns	3	150	14.310	11.350	-2.960
40ns	3	160	14.259	16.378	2.118
40ns	3	170	14.004	15.670	1.666
40ns	3	175	16.030	16.077	0.047
40ns	3	180	12.151	13.375	1.224
40ns	3	190	12.916	13.598	0.682
40ns	3	200	14.689	13.109	-1.579
40ns	3	210	12.830	15.514	2.684
40ns	3	220	12.747	12.111	-0.636
40ns	3	225	15.162	14.576	-0.586
40ns	3	230	14.571	13.582	-0.989
40ns	3	240	14.062	15.318	1.256
40ns	3	250	14.468	14.028	-0.440
40ns	3	260	15.635	13.112	-2.523
40ns	3	270	20.760	15.235	-5.525
40ns	3	275	18.345	21.448	3.102
40ns	3	280	23.258	19.980	-3.277
40ns	3	290	19.423	18.784	-0.639
40ns	3	300	18.067	21.204	3.137
40ns	3	310	18.477	18.049	-0.428
40ns	3	320	17.823	17.655	-0.168
40ns	3	325	18.035	21.055	3.019
40ns	3	330	22.604	18.159	-4.445
40ns	3	340	19.130	19.304	0.174
40ns	3	350	19.933	19.960	0.028
40ns	3	360	18.296	18.700	0.403
40ns	3	370	19.077	16.562	-2.516
40ns	3	375	16.839	18.872	2.033
40ns	3	380	17.521	21.453	3.932
40ns	3	390	18.443	18.744	0.302
40ns	3	400	17.238	21.134	3.896
40ns	3	410	20.554	20.236	-0.318
40ns	3	420	18.202	19.786	1.584
40ns	3	425	20.028	18.261	-1.767
40ns	3	430	17.220	18.859	1.638
40ns	3	440	20.424	19.754	-0.670
40ns	3	450	17.508	15.730	-1.778
40ns	3	460	18.638	17.802	-0.836
40ns	3	470	19.142	19.628	0.486
40ns	3	475	16.690	17.487	0.797
40ns	3	480	22.344	17.792	-4.552
40ns	3	490	17.957	17.930	-0.026
40ns	3	500	17.031	18.534	1.503
40ns	4	50	15.238	12.139	-3.099
40ns	4	60	13.114	11.041	-2.073
40ns	4	70	9.612	12.644	3.032
40ns	4	75	13.770	11.726	-2.045
40ns	4	80	16.169	12.127	-4.043
40ns	4	90	15.769	14.180	-1.588
40ns	4	100	15.004	17.147	2.143
40ns	4	110	17.755	16.277	-1.478
40ns	4	120	9.869	9.955	0.086
40ns	4	125	12.426	11.323	-1.103
40ns	4	130	13.068	14.111	1.043
40ns	4	140	12.196	10.945	-1.251
40ns	4	150	13.269	12.631	-0.638
40ns	4	160	10.967	12.372	1.404
40ns	4	170	12.740	12.328	-0.412
40ns	4	175	11.541	12.595	1.053
40ns	4	180	13.285	11.895	-1.390
40ns	4	190	10.807	11.802	0.995
40ns	4	200	12.168	9.036	-3.132
40ns	4	210	11.330	10.646	-0.685
40ns	4	220	12.401	10.454	-1.946
40ns	4	225	12.285	12.673	0.388
40ns	4	230	12.613	9.359	-3.254
40ns	4	240	11.203	10.307	-0.896
40ns	4	250	8.965	9.538	0.573
40ns	4	260	11.780	12.636	0.856
40ns	4	270	15.057	15.172	0.115
40ns	4	275	13.743	13.279	-0.464
40ns	4	280	10.776	13.158	2.382
40ns	4	290	13.737	12.630	-1.107
40ns	4	300	10.979	12.137	1.158
40ns	4	310	18.840	17.450	-1.390
40ns	4	320	12.216	13.193	0.976
40ns	4	325	15.814	16.152	0.338
40ns	4	330	12.225	12.083	-0.143
40ns	4	340	13.555	12.623	-0.932
40ns	4	350	13.604	17.028	3.424
40ns	4	360	14.707	13.358	-1.350
40ns	4	370	14.421	14.516	0.095
40ns	4	375	14.598	16.927	2.329
40ns	4	380	11.790	14.457	2.667
40ns	4	390	11.687	11.436	-0.251
40ns	4	400	10.555	13.257	2.702
40ns	4	410	15.357	17.080	1.723
40ns	4	420	15.758	11.778	-3.979
40ns	4	425	10.308	12.841	2.533
40ns	4	430	15.187	19.489	4.302
40ns	4	440	17.539	13.451	-4.088
40ns	4	450	20.352	15.873	-4.479
40ns	4	460	16.372	12.157	-4.215
40ns	4	470	19.242	19.021	-0.221
40ns	4	475	18.873	17.187	-1.687
40ns	4	480	15.352	17.973	2.620
40ns	4	490	18.179	16.700	-1.479
40ns	4	500	18.301	19.524	1.224
40ns	5	50	15.291	16.359	1.068
40ns	5	60	20.032	19.155	-0.877
40ns	5	70	23.042	21.853	-1.189
40ns	5	75	24.153	21.391	-2.762
40ns	5	80	18.593	20.955	2.362
40ns	5	90	17.630	16.784	-0.845
40ns	5	100	18.912	16.836	-2.076
40ns	5	110	15.614	14.047	-1.566
40ns	5	120	18.099	18.829	0.730
40ns	5	125	16.379	15.899	-0.480
40ns	5	130	16.655	14.896	-1.759
40ns	5	140	14.457	17.434	2.977
40ns	5	150	14.885	15.488	0.603
40ns	5	160	15.941	19.677	3.737
40ns	5	170	16.022	14.056	-1.966
40ns	5	175	16.325	15.766	-0.559
40ns	5	180	13.633	14.357	0.725
40ns	5	190	13.798	15.405	1.608
40ns	5	200	15.866	15.504	-0.363
40ns	5	210	14.728	18.941	4.213
40ns	5	220	16.049	15.469	-0.580
40ns	5	225	15.815	16.545	0.731
40ns	5	230	16.888	16.376	-0.512
40ns	5	240	20.365	18.822	-1.543
40ns	5	250	18.994	18.913	-0.081
40ns	5	260	18.046	16.524	-1.522
40ns	5	270	16.870	16.893	0.023
40ns	5	275	18.061	16.724	-1.337
40ns	5	280	18.528	16.123	-2.405
40ns	5	290	15.219	16.277	1.058
40ns	5	300	12.553	14.893	2.339
40ns	5	310	13.658	14.155	0.498
40ns	5	320	14.020	15.373	1.353
40ns	5	325	16.332	14.606	-1.726
40ns	5	330	16.299	15.397	-0.903
40ns	5	340	15.949	14.062	-1.886
40ns	5	350	13.788	16.348	2.560
40ns	5	360	16.948	16.216	-0.732
40ns	5	370	17.944	16.099	-1.845
40ns	5	375	15.321	18.904	3.583
40ns	5	380	18.591	18.027	-0.564
40ns	5	390	21.228	20.358	-0.870
40ns	5	400	15.407	17.051	1.644
40ns	5	410	18.847	18.182	-0.665
40ns	5	420	20.870	21.370	0.500
40ns	5	425	22.226	19.390	-2.836
40ns	5	430	23.309	21.254	-2.054
40ns	5	440	22.325	22.273	-0.052
40ns	5	450	20.099	18.873	-1.226
40ns	5	460	22.574	25.309	2.736
40ns	5	470	24.708	24.144	-0.565
40ns	5	475	21.316	21.652	0.336
40ns	5	480	22.803	23.970	1.168
40ns	5	490	24.515	23.853	-0.661
40ns	5	500	21.609	22.843	1.234
40ns	6	50	20.308	21.422	1.114
40ns	6	60	23.342	21.031	-2.311
40ns	6	70	23.152	25.746	2.594
40ns	6	75	22.352	23.047	0.695
40ns	6	80	18.675	21.038	2.363
40ns	6	90	21.189	20.742	-0.446
40ns	6	100	25.770	24.146	-1.624
40ns	6	110	21.536	22.875	1.340
40ns	6	120	17.923	19.327	1.404
40ns	6	125	17.205	19.229	2.023
40ns	6	130	21.505	21.535	0.030
40ns	6	140	17.688	22.158	4.470
40ns	6	150	18.289	21.947	3.658
40ns	6	160	19.105	20.427	1.322
40ns	6	170	24.644	18.242	-6.402
40ns	6	175	19.032	17.908	-1.124
40ns	6	180	23.648	19.509	-4.139
40ns	6	190	20.691	19.321	-1.370
40ns	6	200	19.130	19.493	0.363
40ns	6	210	20.208	19.535	-0.673
40ns	6	220	20.667	22.528	1.861
40ns	6	225	16.673	16.575	-0.097
40ns	6	230	20.149	21.994	1.845
40ns	6	240	22.079	20.025	-2.054
40ns	6	250	18.973	25.645	6.673
40ns	6	260	33.218	30.601	-2.617
40ns	6	270	25.997	24.213	-1.785
40ns	6	275	24.757	21.701	-3.056
40ns	6	280	24.621	23.430	-1.191
40ns	6	290	20.299	16.259	-4.040
40ns	6	300	17.056	15.865	-1.191
40ns	6	310	17.659	17.084	-0.574
40ns	6	320	15.871	18.032	2.161
40ns	6	325	18.846	22.795	3.949
40ns	6	330	17.393	21.216	3.824
40ns	6	340	19.050	21.871	2.822
40ns	6	350	26.198	23.210	-2.988
40ns	6	360	22.723	20.153	-2.570
40ns	6	370	18.078	18.334	0.256
40ns	6	375	17.960	20.069	2.109
40ns	6	380	17.069	18.967	1.898
40ns	6	390	21.462	20.703	-0.759
40ns	6	400	18.740	19.029	0.290
40ns	6	410	20.351	22.038	1.687
40ns	6	420	20.705	23.741	3.036
40ns	6	425	23.464	22.809	-0.655
40ns	6	430	21.591	21.404	-0.187
40ns	6	440	17.750	22.722	4.972
40ns	6	450	23.773	24.441	0.668
40ns	6	460	22.206	24.799	2.593
40ns	6	470	15.227	16.337	1.111
40ns	6	475	14.745	18.011	3.267
40ns	6	480	17.221	17.671	0.449
40ns	6	490	17.382	17.612	0.230
40ns	6	500	20.510	17.842	-2.669
40ns	7	50	11.271	12.860	1.589
40ns	7	60	13.464	11.741	-1.723
40ns	7	70	15.111	15.552	0.441
40ns	7	75	15.769	13.191	-2.578
40ns	7	80	14.444	12.454	-1.990
40ns	7	90	13.984	12.626	-1.358
40ns	7	100	15.596	15.697	0.101
40ns	7	110	15.272	13.384	-1.888
40ns	7	120	11.269	12.784	1.515
40ns	7	125	13.884	12.946	-0.939
40ns	7	130	12.561	17.230	4.669
40ns	7	140	12.096	11.386	-0.711
40ns	7	150	15.713	14.044	-1.669
40ns	7	160	16.116	14.960	-1.156
40ns	7	170	16.681	14.260	-2.421
40ns	7	175	16.939	17.398	0.459
40ns	7	180	14.148	11.391	-2.757
40ns	7	190	17.545	16.071	-1.473
40ns	7	200	20.553	16.450	-4.104
40ns	7	210	16.291	18.344	2.053
40ns	7	220	14.721	13.881	-0.840
40ns	7	225	17.100	17.123	0.024
40ns	7	230	16.774	19.208	2.434
40ns	7	240	17.174	17.813	0.638
40ns	7	250	17.664	17.711	0.047
40ns	7	260	18.008	17.293	-0.715
40ns	7	270	17.330	16.103	-1.227
40ns	7	275	18.157	15.297	-2.860
40ns	7	280	15.406	16.480	1.074
40ns	7	290	13.393	17.470	4.077
40ns	7	300	16.765	18.260	1.496
40ns	7	310	17.226	16.565	-0.661
40ns	7	320	17.828	18.551	0.723
40ns	7	325	15.522	14.608	-0.914
40ns	7	330	16.916	15.596	-1.320
40ns	7	340	14.405	14.619	0.214
40ns	7	350	16.836	16.588	-0.248
40ns	7	360	17.174	17.008	-0.167
40ns	7	370	16.828	17.089	0.261
40ns	7	375	18.798	17.926	-0.872
40ns	7	380	14.953	14.647	-0.306
40ns	7	390	18.135	18.743	0.608
40ns	7	400	18.082	16.902	-1.180
40ns	7	410	16.032	16.307	0.275
40ns	7	420	13.727	17.809	4.082
40ns	7	425	19.879	19.185	-0.693
40ns	7	430	18.136	19.429	1.293
40ns	7	440	16.683	16.571	-0.113
40ns	7	450	19.105	17.050	-2.055
40ns	7	460	18.545	19.198	0.654
40ns	7	470	13.712	15.835	2.123
40ns	7	475	14.948	13.886	-1.062
40ns	7	480	23.214	21.500	-1.713
40ns	7	490	20.673	20.657	-0.016
40ns	7	500	19.220	21.944	2.723
40ns	8	50	11.320	11.150	-0.169
40ns	8	60	12.633	12.306	-0.328
40ns	8	70	14.247	13.942	-0.306
40ns	8	75	13.756	14.501	0.746
40ns	8	80	11.113	15.200	4.087
40ns	8	90	15.281	10.702	-4.579
40ns	8	100	13.910	11.629	-2.281
40ns	8	110	13.006	13.556	0.550
40ns	8	120	16.134	16.821	0.687
40ns	8	125	16.192	16.313	0.121
40ns	8	130	13.411	14.430	1.019
40ns	8	140	15.515	16.899	1.384
40ns	8	150	13.294	13.679	0.385
40ns	8	160	14.429	14.295	-0.134
40ns	8	170	19.207	18.279	-0.928
40ns	8	175	19.056	18.341	-0.716
40ns	8	180	18.413	18.240	-0.173
40ns	8	190	18.157	17.673	-0.484
40ns	8	200	19.373	19.547	0.174
40ns	8	210	17.905	21.279	3.375
40ns	8	220	19.574	19.690	0.116
40ns	8	225	17.158	18.968	1.811
40ns	8	230	18.109	17.714	-0.395
40ns	8	240	15.625	15.393	-0.232
40ns	8	250	14.680	15.122	0.442
40ns	8	260	15.102	14.211	-0.892
40ns	8	270	14.306	16.559	2.252
40ns	8	275	18.690	18.566	-0.124
40ns	8	280	19.289	16.798	-2.491
40ns	8	290	13.427	13.318	-0.109
40ns	8	300	18.946	14.495	-4.451
40ns	8	310	14.467	15.154	0.686
40ns	8	320	17.940	16.976	-0.964
40ns	8	325	15.914	11.564	-4.350
40ns	8	330	18.066	15.431	-2.635
40ns	8	340	16.901	16.629	-0.272
40ns	8	350	17.040	15.544	-1.496
40ns	8	360	16.663	14.360	-2.303
40ns	8	370	19.470	19.615	0.146
40ns	8	375	18.040	14.708	-3.331
40ns	8	380	14.210	15.135	0.926
40ns	8	390	13.457	14.164	0.707
40ns	8	400	13.102	16.491	3.389
40ns	8	410	15.263	14.808	-0.455
40ns	8	420	13.429	15.089	1.660
40ns	8	425	11.108	12.799	1.691
40ns	8	430	17.124	17.583	0.459
40ns	8	440	16.897	17.416	0.519
40ns	8	450	21.027	23.965	2.937
40ns	8	460	21.418	18.674	-2.744
40ns	8	470	17.206	19.817	2.611
40ns	8	475	20.297	20.043	-0.254
40ns	8	480	18.701	18.548	-0.152
40ns	8	490	21.539	19.288	-2.251
40ns	8	500	21.035	17.798	-3.237
40ns	9	50	17.354	18.911	1.557
40ns	9	60	19.823	18.109	-1.715
40ns	9	70	15.777	13.324	-2.452
40ns	9	75	14.603	14.677	0.075
40ns	9	80	15.217	13.655	-1.562
40ns	9	90	12.077	12.961	0.884
40ns	9	100	12.962	11.670	-1.291
40ns	9	110	13.839	13.633	-0.206
40ns	9	120	13.940	15.104	1.164
40ns	9	125	20.239	18.834	-1.406
40ns	9	130	18.219	19.219	1.000
40ns	9	140	16.041	17.333	1.293
40ns	9	150	17.287	16.275	-1.013
40ns	9	160	12.555	14.470	1.914
40ns	9	170	18.498	15.872	-2.626
40ns	9	175	17.898	14.723	-3.175
40ns	9	180	17.996	16.925	-1.071
40ns	9	190	16.133	19.662	3.529
40ns	9	200	17.213	15.586	-1.627
40ns	9	210	11.987	13.947	1.960
40ns	9	220	14.809	17.058	2.249
40ns	9	225	16.998	15.008	-1.990
40ns	9	230	12.286	15.930	3.643
40ns	9	240	15.478	12.840	-2.638
40ns	9	250	15.937	14.029	-1.909
40ns	9	260	17.407	13.804	-3.603
40ns	9	270	15.436	13.194	-2.242
40ns	9	275	14.806	15.204	0.398
40ns	9	280	13.632	14.433	0.801
40ns	9	290	15.437	14.394	-1.044
40ns	9	300	15.269	15.398	0.129
40ns	9	310	17.487	15.015	-2.472
40ns	9	320	16.814	18.445	1.630
40ns	9	325	14.894	12.881	-2.014
40ns	9	330	16.864	15.582	-1.282
40ns	9	340	15.700	16.439	0.739
40ns	9	350	19.769	13.706	-6.063
40ns	9	360	17.580	16.072	-1.508
40ns	9	370	16.179	15.532	-0.648
40ns	9	375	12.655	15.426	2.771
40ns	9	380	15.776	14.893	-0.884
40ns	9	390	18.924	16.968	-1.956
40ns	9	400	14.638	13.346	-1.291
40ns	9	410	15.421	14.270	-1.151
40ns	9	420	13.994	13.826	-0.168
40ns	9	425	12.828	15.343	2.515
40ns	9	430	14.882	14.527	-0.355
40ns	9	440	15.247	15.917	0.670
40ns	9	450	14.551	14.584	0.034
40ns	9	460	15.408	16.626	1.218
40ns	9	470	16.750	14.598	-2.152
40ns	9	475	13.315	15.420	2.105
40ns	9	480	16.703	16.416	-0.287
40ns	9	490	16.143	15.311	-0.832
40ns	9	500	12.828	11.832	-0.997
40ns	10	50	16.099	13.932	-2.168
40ns	10	60	14.373	12.664	-1.709
40ns	10	70	14.414	11.199	-3.215
40ns	10	75	14.653	12.350	-2.303
40ns	10	80	11.887	11.703	-0.184
40ns	10	90	13.880	17.988	4.107
40ns	10	100	11.711	12.411	0.700
40ns	10	110	16.234	12.575	-3.659
40ns	10	120	23.412	21.477	-1.935
40ns	10	125	16.907	15.382	-1.525
40ns	10	130	21.272	19.406	-1.867
40ns	10	140	19.874	21.195	1.321
40ns	10	150	19.254	19.976	0.722
40ns	10	160	17.053	15.962	-1.090
40ns	10	170	16.898	16.923	0.025
40ns	10	175	19.511	19.276	-0.235
40ns	10	180	16.618	17.219	0.600
40ns	10	190	19.422	24.446	5.024
40ns	10	200	24.118	28.460	4.342
40ns	10	210	23.757	22.148	-1.609
40ns	10	220	24.779	24.366	-0.412
40ns	10	225	24.877	23.322	-1.555
40ns	10	230	22.361	21.472	-0.889
40ns	10	240	28.083	26.356	-1.727
40ns	10	250	23.446	23.687	0.241
40ns	10	260	23.756	27.248	3.491
40ns	10	270	25.810	24.601	-1.209
40ns	10	275	24.396	24.744	0.348
40ns	10	280	23.356	26.402	3.046
40ns	10	290	23.196	25.409	2.213
40ns	10	300	24.100	24.151	0.051
40ns	10	310	25.895	28.246	2.351
40ns	10	320	27.306	23.136	-4.169
40ns	10	325	20.706	16.752	-3.953
40ns	10	330	24.058	23.369	-0.688
40ns	10	340	24.191	23.573	-0.618
40ns	10	350	24.959	21.847	-3.111
40ns	10	360	22.125	22.448	0.323
40ns	10	370	23.164	24.481	1.318
40ns	10	375	26.635	24.413	-2.222
40ns	10	380	22.983	22.418	-0.566
40ns	10	390	18.450	13.496	-4.954
40ns	10	400	21.065	19.645	-1.420
40ns	10	410	18.470	20.686	2.217
40ns	10	420	22.483	21.928	-0.554
40ns	10	425	20.442	15.137	-5.304
40ns	10	430	17.789	21.072	3.283
40ns	10	440	22.742	24.964	2.222
40ns	10	450	21.040	19.220	-1.821
40ns	10	460	23.230	24.023	0.793
40ns	10	470	22.269	19.249	-3.019
40ns	10	475	23.171	18.183	-4.988
40ns	10	480	23.740	21.204	-2.536
40ns	10	490	22.158	20.653	-1.506
40ns	10	500	21.117	15.580	-5.537
40ns	Average	Average	17.596	17.466	-0.130
50ns	1	50	10.041	9.793	-0.248
50ns	1	60	9.908	9.412	-0.496
50ns	1	70	8.648	8.709	0.061
50ns	1	75	10.154	8.944	-1.210
50ns	1	80	10.251	9.608	-0.643
50ns	1	90	9.714	9.203	-0.511
50ns	1	100	8.522	9.292	0.770
50ns	1	110	8.424	11.733	3.309
50ns	1	120	8.855	11.237	2.383
50ns	1	125	10.147	8.782	-1.365
50ns	1	130	10.849	9.338	-1.510
50ns	1	140	8.616	8.711	0.096
50ns	1	150	10.174	15.657	5.483
50ns	1	160	13.579	13.505	-0.074
50ns	1	170	16.943	14.335	-2.608
50ns	1	175	16.878	16.984	0.106
50ns	1	180	14.178	10.852	-3.325
50ns	1	190	12.591	11.781	-0.810
50ns	1	200	17.996	15.755	-2.242
50ns	1	210	15.838	15.381	-0.457
50ns	1	220	13.357	11.912	-1.445
50ns	1	225	15.007	13.369	-1.638
50ns	1	230	16.085	13.603	-2.482
50ns	1	240	13.171	14.073	0.902
50ns	1	250	15.728	15.290	-0.438
50ns	1	260	20.511	19.457	-1.054
50ns	1	270	17.338	18.246	0.907
50ns	1	275	19.507	18.917	-0.589
50ns	1	280	19.202	16.293	-2.908
50ns	1	290	16.302	18.022	1.720
50ns	1	300	17.259	13.662	-3.597
50ns	1	310	18.989	15.407	-3.582
50ns	1	320	18.864	18.309	-0.555
50ns	1	325	17.290	17.217	-0.073
50ns	1	330	16.986	16.514	-0.472
50ns	1	340	14.977	13.971	-1.005
50ns	1	350	16.394	13.643	-2.750
50ns	1	360	14.654	15.039	0.385
50ns	1	370	17.971	18.557	0.586
50ns	1	375	20.027	16.626	-3.401
50ns	1	380	16.567	16.623	0.056
50ns	1	390	14.792	17.511	2.719
50ns	1	400	14.124	18.150	4.026
50ns	1	410	17.331	15.407	-1.924
50ns	1	420	15.404	16.197	0.793
50ns	1	425	16.231	16.742	0.511
50ns	1	430	16.822	13.596	-3.226
50ns	1	440	15.594	14.621	-0.973
50ns	1	450	13.771	14.947	1.176
50ns	1	460	14.478	13.509	-0.969
50ns	1	470	16.721	17.780	1.059
50ns	1	475	14.249	15.102	0.852
50ns	1	480	18.514	14.761	-3.754
50ns	1	490	18.152	16.323	-1.828
50ns	1	500	16.300	14.104	-2.196
50ns	2	50	20.385	23.439	3.054
50ns	2	60	19.028	18.985	-0.044
50ns	2	70	14.823	14.323	-0.500
50ns	2	75	17.153	17.507	0.354
50ns	2	80	19.492	19.822	0.330
50ns	2	90	18.275	18.502	0.227
50ns	2	100	19.227	19.173	-0.055
50ns	2	110	16.815	16.133	-0.682
50ns	2	120	19.156	19.049	-0.107
50ns	2	125	17.990	17.125	-0.865
50ns	2	130	20.658	20.178	-0.480
50ns	2	140	18.210	17.859	-0.350
50ns	2	150	16.464	15.950	-0.514
50ns	2	160	21.322	21.054	-0.268
50ns	2	170	17.764	19.272	1.508
50ns	2	175	17.241	18.870	1.629
50ns	2	180	15.179	19.642	4.463
50ns	2	190	19.297	19.913	0.616
50ns	2	200	19.450	21.217	1.767
50ns	2	210	19.702	20.214	0.512
50ns	2	220	21.736	20.454	-1.281
50ns	2	225	18.986	20.705	1.719
50ns	2	230	17.564	18.673	1.109
50ns	2	240	20.278	20.260	-0.017
50ns	2	250	20.584	20.917	0.333
50ns	2	260	21.789	20.447	-1.343
50ns	2	270	21.020	19.216	-1.804
50ns	2	275	20.212	20.014	-0.197
50ns	2	280	20.673	21.740	1.067
50ns	2	290	22.626	23.342	0.717
50ns	2	300	18.151	20.321	2.170
50ns	2	310	19.457	19.241	-0.215
50ns	2	320	19.180	16.956	-2.224
50ns	2	325	18.978	11.649	-7.329
50ns	2	330	20.542	19.217	-1.325
50ns	2	340	28.243	27.542	-0.701
50ns	2	350	25.838	26.298	0.461
50ns	2	360	25.613	24.806	-0.807
50ns	2	370	22.634	24.995	2.361
50ns	2	375	31.057	24.822	-6.234
50ns	2	380	25.569	27.441	1.872
50ns	2	390	22.651	23.998	1.347
50ns	2	400	31.424	33.526	2.102
50ns	2	410	30.942	30.381	-0.561
50ns	2	420	28.123	26.462	-1.661
50ns	2	425	30.673	36.613	5.939
50ns	2	430	29.223	31.628	2.405
50ns	2	440	34.399	34.159	-0.240
50ns	2	450	33.590	37.924	4.333
50ns	2	460	34.459	32.234	-2.225
50ns	2	470	31.782	30.748	-1.034
50ns	2	475	31.098	29.945	-1.152
50ns	2	480	31.038	32.637	1.599
50ns	2	490	32.054	29.264	-2.789
50ns	2	500	31.358	34.663	3.305
50ns	3	50	16.655	14.689	-1.966
50ns	3	60	10.679	13.747	3.068
50ns	3	70	11.585	13.410	1.825
50ns	3	75	13.064	13.272	0.208
50ns	3	80	19.539	16.636	-2.903
50ns	3	90	12.803	13.989	1.186
