NETime(ps)	MD_run	Estarttime(ns)	E_Distance(Å)	NE_Distance(Å)	Change(Å)
20ns	8	280	19.727	17.774	-1.953
20ns	8	290	14.020	13.204	-0.816
20ns	8	300	19.046	14.215	-4.831
20ns	8	310	14.787	17.017	2.230
20ns	8	320	18.183	17.261	-0.922
20ns	8	325	14.859	13.326	-1.532
20ns	8	330	18.365	15.097	-3.267
20ns	8	340	18.254	16.571	-1.683
20ns	8	350	17.293	15.316	-1.977
20ns	8	360	16.951	14.080	-2.871
20ns	8	370	18.806	19.455	0.648
20ns	8	375	18.643	14.873	-3.771
20ns	8	380	13.840	15.771	1.931
20ns	8	390	12.754	14.165	1.411
20ns	8	400	14.253	16.443	2.191
20ns	8	410	15.672	14.705	-0.967
20ns	8	420	12.766	15.037	2.271
20ns	8	425	10.973	12.386	1.413
20ns	8	430	17.274	16.156	-1.118
20ns	8	440	16.965	18.537	1.572
20ns	8	450	19.519	23.435	3.916
20ns	8	460	20.431	17.370	-3.061
20ns	8	470	19.641	19.713	0.073
20ns	8	475	18.002	19.591	1.590
20ns	8	480	19.898	17.510	-2.388
20ns	8	490	21.434	18.215	-3.219
20ns	8	500	19.529	18.700	-0.829
20ns	9	50	17.169	19.722	2.554
20ns	9	60	18.632	18.346	-0.286
20ns	9	70	16.373	13.883	-2.491
20ns	9	75	14.213	13.465	-0.748
20ns	9	80	14.264	15.084	0.820
20ns	9	90	12.016	13.111	1.096
20ns	9	100	13.882	11.928	-1.954
20ns	9	110	12.982	14.719	1.736
20ns	9	120	14.190	15.090	0.900
20ns	9	125	20.288	17.992	-2.297
20ns	9	130	18.319	17.528	-0.792
20ns	9	140	14.974	17.460	2.485
20ns	9	150	16.349	15.019	-1.330
20ns	9	160	14.186	16.770	2.583
20ns	9	170	18.676	15.867	-2.809
20ns	9	175	18.228	14.734	-3.494
20ns	9	180	17.762	18.329	0.567
20ns	9	190	18.639	19.936	1.298
20ns	9	200	15.913	15.157	-0.756
20ns	9	210	12.830	14.236	1.406
20ns	9	220	13.412	17.229	3.817
20ns	9	225	16.653	17.542	0.889
20ns	9	230	13.670	15.342	1.672
20ns	9	240	15.822	14.532	-1.289
20ns	9	250	14.356	14.424	0.069
20ns	9	260	16.387	15.194	-1.193
20ns	9	270	15.025	13.547	-1.478
20ns	9	275	14.806	14.748	-0.059
20ns	9	280	14.378	14.567	0.190
20ns	9	290	16.133	15.779	-0.355
20ns	9	300	15.384	14.708	-0.676
20ns	9	310	15.679	15.326	-0.354
20ns	9	320	17.589	17.526	-0.063
20ns	9	325	17.954	12.732	-5.222
20ns	9	330	14.364	15.878	1.513
20ns	9	340	16.289	17.547	1.258
20ns	9	350	21.152	14.380	-6.773
20ns	9	360	15.464	15.897	0.433
20ns	9	370	15.192	15.680	0.488
20ns	9	375	12.612	14.125	1.513
20ns	9	380	14.600	16.584	1.984
20ns	9	390	17.634	17.602	-0.031
20ns	9	400	14.300	12.737	-1.563
20ns	9	410	15.041	13.153	-1.888
20ns	9	420	14.517	14.376	-0.142
20ns	9	425	14.570	14.225	-0.345
20ns	9	430	14.551	14.251	-0.299
20ns	9	440	16.488	16.665	0.177
20ns	9	450	15.677	14.332	-1.345
20ns	9	460	16.542	16.240	-0.302
20ns	9	470	16.114	13.868	-2.246
20ns	9	475	13.299	15.810	2.511
20ns	9	480	15.554	17.527	1.973
20ns	9	490	17.381	16.929	-0.451
20ns	9	500	13.461	12.493	-0.968
20ns	10	50	16.081	15.087	-0.994
20ns	10	60	15.188	11.302	-3.886
20ns	10	70	14.590	11.576	-3.014
20ns	10	75	15.132	11.862	-3.270
20ns	10	80	11.841	10.393	-1.448
20ns	10	90	12.722	15.533	2.810
20ns	10	100	11.835	12.302	0.467
20ns	10	110	16.512	14.480	-2.032
20ns	10	120	22.405	21.564	-0.841
20ns	10	125	16.305	16.172	-0.132
20ns	10	130	20.076	18.896	-1.180
20ns	10	140	20.520	20.078	-0.441
20ns	10	150	17.935	18.455	0.520
20ns	10	160	16.855	16.422	-0.433
20ns	10	170	17.470	16.915	-0.554
20ns	10	175	18.943	19.289	0.347
20ns	10	180	16.210	17.146	0.936
20ns	10	190	19.369	23.062	3.693
20ns	10	200	26.739	27.831	1.092
20ns	10	210	23.066	21.498	-1.568
20ns	10	220	26.016	23.341	-2.676
20ns	10	225	23.805	21.374	-2.431
20ns	10	230	23.498	21.723	-1.775
20ns	10	240	28.025	27.640	-0.385
20ns	10	250	22.959	23.058	0.099
20ns	10	260	25.129	27.357	2.228
20ns	10	270	26.124	26.073	-0.051
20ns	10	275	22.916	24.468	1.552
20ns	10	280	23.262	27.055	3.792
20ns	10	290	23.413	24.110	0.697
20ns	10	300	24.718	23.501	-1.217
20ns	10	310	25.025	27.781	2.756
20ns	10	320	27.777	25.411	-2.366
20ns	10	325	21.023	15.905	-5.118
20ns	10	330	20.682	25.657	4.975
20ns	10	340	23.909	25.702	1.793
20ns	10	350	23.765	23.485	-0.280
20ns	10	360	22.680	22.720	0.040
20ns	10	370	24.095	25.455	1.360
20ns	10	375	24.697	22.636	-2.061
20ns	10	380	22.183	22.246	0.063
20ns	10	390	16.136	11.429	-4.707
20ns	10	400	18.683	21.246	2.562
20ns	10	410	18.303	21.379	3.076
20ns	10	420	22.495	23.313	0.818
20ns	10	425	19.272	15.887	-3.385
20ns	10	430	19.321	18.736	-0.585
20ns	10	440	24.781	23.927	-0.855
20ns	10	450	21.678	20.133	-1.545
20ns	10	460	22.641	21.424	-1.217
20ns	10	470	21.731	18.882	-2.848
20ns	10	475	22.991	20.062	-2.929
20ns	10	480	23.211	20.334	-2.877
20ns	10	490	22.310	21.866	-0.444
20ns	10	500	20.379	17.587	-2.792
20ns	Average	Average	17.610	17.478	-0.132
30ns	1	50	9.697	9.874	0.177
30ns	1	60	10.083	9.664	-0.419
30ns	1	70	8.537	8.781	0.244
30ns	1	75	8.884	8.729	-0.155
30ns	1	80	10.799	9.611	-1.189
30ns	1	90	8.878	8.852	-0.026
30ns	1	100	8.822	8.297	-0.525
30ns	1	110	8.311	10.878	2.567
30ns	1	120	9.486	12.531	3.046
30ns	1	125	9.045	8.146	-0.899
30ns	1	130	11.074	8.199	-2.874
30ns	1	140	8.533	9.516	0.984
30ns	1	150	10.784	14.746	3.963
30ns	1	160	13.611	13.028	-0.583
30ns	1	170	14.496	12.613	-1.883
30ns	1	175	16.538	14.526	-2.012
30ns	1	180	14.208	11.838	-2.370
30ns	1	190	11.798	12.902	1.104
30ns	1	200	16.437	15.497	-0.940
30ns	1	210	16.426	15.676	-0.750
30ns	1	220	13.381	11.830	-1.551
30ns	1	225	15.173	13.836	-1.338
30ns	1	230	15.841	14.179	-1.662
30ns	1	240	12.418	14.719	2.302
30ns	1	250	15.234	15.501	0.267
30ns	1	260	21.989	19.287	-2.703
30ns	1	270	17.785	20.092	2.307
30ns	1	275	18.759	19.124	0.365
30ns	1	280	18.601	17.695	-0.906
30ns	1	290	16.315	17.998	1.684
30ns	1	300	16.619	13.550	-3.069
30ns	1	310	17.283	15.240	-2.043
30ns	1	320	18.475	17.792	-0.683
30ns	1	325	17.294	18.459	1.165
30ns	1	330	16.541	15.923	-0.618
30ns	1	340	15.585	16.183	0.598
30ns	1	350	15.071	14.899	-0.172
30ns	1	360	13.498	15.722	2.225
30ns	1	370	17.907	16.245	-1.662
30ns	1	375	19.434	17.399	-2.035
30ns	1	380	17.528	18.317	0.789
30ns	1	390	16.889	16.597	-0.292
30ns	1	400	15.429	17.102	1.674
30ns	1	410	17.946	14.992	-2.954
30ns	1	420	17.460	17.028	-0.433
30ns	1	425	15.384	17.808	2.424
30ns	1	430	15.537	14.203	-1.333
30ns	1	440	15.929	14.456	-1.472
30ns	1	450	14.567	14.844	0.278
30ns	1	460	15.253	12.428	-2.825
30ns	1	470	15.689	18.132	2.442
30ns	1	475	13.724	16.053	2.329
30ns	1	480	18.582	13.013	-5.568
30ns	1	490	18.680	16.577	-2.103
30ns	1	500	15.811	14.581	-1.229
30ns	2	50	20.979	23.691	2.712
30ns	2	60	16.995	19.391	2.396
30ns	2	70	14.541	15.177	0.636
30ns	2	75	17.215	17.241	0.026
30ns	2	80	19.978	19.395	-0.583
30ns	2	90	17.696	19.670	1.974
30ns	2	100	19.931	19.022	-0.909
30ns	2	110	15.655	16.950	1.296
30ns	2	120	18.624	17.335	-1.289
30ns	2	125	16.387	18.117	1.730
30ns	2	130	20.380	17.708	-2.672
30ns	2	140	18.404	18.928	0.524
30ns	2	150	17.853	14.715	-3.138
30ns	2	160	21.446	21.854	0.408
30ns	2	170	20.003	19.585	-0.417
30ns	2	175	18.267	18.420	0.153
30ns	2	180	16.919	18.970	2.051
30ns	2	190	19.733	20.995	1.261
30ns	2	200	19.782	21.133	1.351
30ns	2	210	21.380	19.747	-1.632
30ns	2	220	21.938	20.499	-1.439
30ns	2	225	18.543	22.941	4.399
30ns	2	230	17.249	19.670	2.421
30ns	2	240	21.455	20.582	-0.874
30ns	2	250	23.896	21.956	-1.940
30ns	2	260	19.340	20.660	1.320
30ns	2	270	19.787	19.528	-0.259
30ns	2	275	21.674	18.861	-2.813
30ns	2	280	21.519	21.907	0.389
30ns	2	290	20.864	24.310	3.447
30ns	2	300	21.593	21.050	-0.542
30ns	2	310	19.400	17.873	-1.527
30ns	2	320	18.740	17.237	-1.503
30ns	2	325	16.549	13.121	-3.428
30ns	2	330	20.945	20.816	-0.129
30ns	2	340	29.512	26.353	-3.159
30ns	2	350	26.960	25.917	-1.043
30ns	2	360	25.587	24.317	-1.270
30ns	2	370	24.797	26.010	1.212
30ns	2	375	31.069	22.567	-8.502
30ns	2	380	25.364	25.497	0.132
30ns	2	390	23.173	25.574	2.401
30ns	2	400	32.661	32.543	-0.118
30ns	2	410	32.167	30.656	-1.511
30ns	2	420	28.585	28.707	0.122
30ns	2	425	33.536	37.533	3.996
30ns	2	430	29.432	30.130	0.698
30ns	2	440	35.540	33.236	-2.304
30ns	2	450	35.261	35.017	-0.244
30ns	2	460	35.241	31.235	-4.005
30ns	2	470	32.655	32.020	-0.635
30ns	2	475	32.300	30.076	-2.224
30ns	2	480	29.990	33.404	3.414
30ns	2	490	32.495	28.242	-4.254
30ns	2	500	32.570	33.945	1.375
30ns	3	50	16.372	15.767	-0.605
30ns	3	60	11.273	12.418	1.145
30ns	3	70	11.009	13.224	2.215
30ns	3	75	12.864	15.753	2.889
30ns	3	80	18.369	16.568	-1.800
30ns	3	90	13.779	13.402	-0.377
30ns	3	100	13.297	14.265	0.968
30ns	3	110	14.148	14.696	0.548
30ns	3	120	12.477	14.241	1.764
30ns	3	125	12.451	12.631	0.180
30ns	3	130	13.599	15.231	1.631
30ns	3	140	14.939	12.366	-2.573
30ns	3	150	13.274	11.140	-2.133
30ns	3	160	13.230	13.978	0.748
30ns	3	170	14.649	14.865	0.216
30ns	3	175	15.557	14.166	-1.391
30ns	3	180	12.157	12.391	0.234
30ns	3	190	13.619	13.707	0.088
30ns	3	200	14.073	12.230	-1.843
30ns	3	210	12.152	15.098	2.947
30ns	3	220	13.168	14.543	1.375
30ns	3	225	15.137	14.542	-0.596
30ns	3	230	14.500	12.786	-1.714
30ns	3	240	14.145	15.176	1.031
30ns	3	250	14.312	13.963	-0.349
30ns	3	260	16.098	13.390	-2.708
30ns	3	270	21.857	15.588	-6.268
30ns	3	275	17.514	20.605	3.091
30ns	3	280	22.317	20.734	-1.583
30ns	3	290	21.283	19.263	-2.020
30ns	3	300	19.350	21.504	2.155
30ns	3	310	19.051	18.510	-0.541
30ns	3	320	19.521	17.708	-1.812
30ns	3	325	16.330	21.298	4.968
30ns	3	330	22.255	18.093	-4.162
30ns	3	340	18.380	21.083	2.703
30ns	3	350	18.443	19.445	1.001
30ns	3	360	19.128	18.145	-0.983
30ns	3	370	20.763	17.508	-3.254
30ns	3	375	16.316	20.332	4.015
30ns	3	380	18.132	20.468	2.337
30ns	3	390	18.690	18.265	-0.425
30ns	3	400	19.061	21.375	2.314
30ns	3	410	20.761	19.565	-1.197
30ns	3	420	17.215	19.733	2.518
30ns	3	425	19.989	19.257	-0.732
30ns	3	430	18.615	16.834	-1.781
30ns	3	440	19.845	19.061	-0.784
30ns	3	450	18.871	16.911	-1.960
30ns	3	460	18.265	18.780	0.515
30ns	3	470	18.096	20.219	2.122
30ns	3	475	18.037	17.323	-0.715
30ns	3	480	20.741	18.843	-1.898
30ns	3	490	18.392	18.947	0.554
30ns	3	500	17.452	17.807	0.355
30ns	4	50	15.760	11.856	-3.903
30ns	4	60	12.668	11.698	-0.970
30ns	4	70	9.922	12.814	2.891
30ns	4	75	12.423	11.576	-0.847
30ns	4	80	15.867	12.631	-3.236
30ns	4	90	16.296	13.452	-2.844
30ns	4	100	13.722	18.035	4.313
30ns	4	110	17.887	17.155	-0.732
30ns	4	120	9.866	10.558	0.692
30ns	4	125	12.011	11.844	-0.167
30ns	4	130	13.528	12.650	-0.878
30ns	4	140	12.460	10.771	-1.689
30ns	4	150	13.216	12.505	-0.710
30ns	4	160	9.861	13.030	3.169
30ns	4	170	11.963	13.037	1.074
30ns	4	175	11.796	10.252	-1.544
30ns	4	180	12.758	12.143	-0.615
30ns	4	190	10.943	11.504	0.560
30ns	4	200	13.246	8.706	-4.540
30ns	4	210	10.929	11.397	0.468
30ns	4	220	11.519	11.455	-0.064
30ns	4	225	11.654	11.301	-0.353
30ns	4	230	12.462	10.323	-2.139
30ns	4	240	10.430	11.271	0.841
30ns	4	250	9.271	9.070	-0.201
30ns	4	260	10.853	13.867	3.014
30ns	4	270	14.094	15.411	1.317
30ns	4	275	14.097	13.206	-0.891
30ns	4	280	11.915	13.421	1.506
30ns	4	290	14.201	13.261	-0.940
30ns	4	300	11.481	12.410	0.929
30ns	4	310	17.911	18.324	0.413
30ns	4	320	11.760	12.977	1.216
30ns	4	325	15.657	16.795	1.139
30ns	4	330	13.757	12.664	-1.093
30ns	4	340	14.681	12.093	-2.588
30ns	4	350	14.064	18.153	4.089
30ns	4	360	15.621	15.089	-0.532
30ns	4	370	14.828	15.767	0.939
30ns	4	375	14.735	14.672	-0.063
30ns	4	380	12.375	15.052	2.677
30ns	4	390	12.021	12.811	0.790
30ns	4	400	10.205	13.327	3.122
30ns	4	410	15.994	16.531	0.537
30ns	4	420	16.578	12.448	-4.130
30ns	4	425	11.280	14.686	3.406
30ns	4	430	13.911	17.942	4.031
30ns	4	440	18.845	14.300	-4.545
30ns	4	450	20.534	15.120	-5.413
30ns	4	460	16.985	14.189	-2.796
30ns	4	470	18.518	18.760	0.242
30ns	4	475	17.977	18.612	0.635
30ns	4	480	15.367	16.272	0.905
30ns	4	490	19.033	17.078	-1.955
30ns	4	500	18.946	16.961	-1.985
30ns	5	50	15.129	16.932	1.803
30ns	5	60	18.261	19.607	1.346
30ns	5	70	23.175	22.772	-0.403
30ns	5	75	23.054	21.996	-1.058
30ns	5	80	18.289	20.786	2.497
30ns	5	90	18.251	14.972	-3.279
30ns	5	100	19.391	17.762	-1.629
30ns	5	110	14.594	15.600	1.006
30ns	5	120	17.144	19.252	2.108
30ns	5	125	17.762	17.318	-0.444
30ns	5	130	16.452	15.543	-0.909
30ns	5	140	12.769	15.911	3.142
30ns	5	150	14.483	14.757	0.274
30ns	5	160	16.022	19.246	3.224
30ns	5	170	16.240	14.141	-2.098
30ns	5	175	16.364	15.519	-0.846
30ns	5	180	13.897	14.564	0.667
30ns	5	190	13.296	14.420	1.124
30ns	5	200	15.399	14.054	-1.345
30ns	5	210	15.750	19.828	4.079
30ns	5	220	16.995	14.872	-2.123
30ns	5	225	16.787	15.952	-0.834
30ns	5	230	17.673	17.935	0.262
30ns	5	240	20.894	18.946	-1.948
30ns	5	250	18.935	18.766	-0.169
30ns	5	260	17.973	15.967	-2.006
30ns	5	270	16.575	17.838	1.263
30ns	5	275	19.147	15.819	-3.328
30ns	5	280	20.431	17.570	-2.861
30ns	5	290	16.177	17.246	1.069
30ns	5	300	13.216	15.299	2.084
30ns	5	310	13.914	11.406	-2.508
30ns	5	320	14.203	14.782	0.579
30ns	5	325	16.207	14.485	-1.722
30ns	5	330	15.801	15.430	-0.371
30ns	5	340	17.104	14.444	-2.659
30ns	5	350	13.537	16.410	2.874
30ns	5	360	18.105	16.600	-1.505
30ns	5	370	17.195	16.539	-0.656
30ns	5	375	15.511	18.226	2.715
30ns	5	380	20.048	18.963	-1.085
30ns	5	390	21.052	19.625	-1.427
30ns	5	400	14.130	16.642	2.512
30ns	5	410	19.502	17.931	-1.571
30ns	5	420	20.983	20.366	-0.617
30ns	5	425	20.819	19.334	-1.484
30ns	5	430	23.712	20.933	-2.779
30ns	5	440	21.928	21.834	-0.094
30ns	5	450	21.065	19.419	-1.646
30ns	5	460	24.224	23.400	-0.823
30ns	5	470	24.294	22.563	-1.731
30ns	5	475	22.689	20.493	-2.195
30ns	5	480	23.221	23.522	0.301
30ns	5	490	24.354	23.600	-0.754
30ns	5	500	21.782	21.984	0.201
30ns	6	50	21.616	22.405	0.788
30ns	6	60	22.238	21.425	-0.813
30ns	6	70	24.433	26.193	1.760
30ns	6	75	21.241	23.746	2.505
30ns	6	80	19.140	20.965	1.825
30ns	6	90	21.394	20.989	-0.405
30ns	6	100	25.483	23.326	-2.157
30ns	6	110	20.840	23.463	2.624
30ns	6	120	19.947	21.016	1.068
30ns	6	125	18.739	18.494	-0.245
30ns	6	130	20.556	21.491	0.935
30ns	6	140	20.450	22.197	1.746
30ns	6	150	19.399	19.172	-0.227
30ns	6	160	19.916	20.344	0.428
30ns	6	170	23.448	16.425	-7.023
30ns	6	175	20.129	19.978	-0.151
30ns	6	180	22.463	18.474	-3.990
30ns	6	190	20.365	19.634	-0.731
30ns	6	200	19.780	19.593	-0.187
30ns	6	210	22.440	19.092	-3.347
30ns	6	220	20.428	22.818	2.390
30ns	6	225	18.202	16.737	-1.465
30ns	6	230	20.193	22.751	2.558
30ns	6	240	20.605	19.284	-1.321
30ns	6	250	18.564	26.034	7.470
30ns	6	260	32.085	31.107	-0.978
30ns	6	270	26.186	25.681	-0.506
30ns	6	275	24.229	23.478	-0.751
30ns	6	280	24.932	24.092	-0.839
30ns	6	290	19.722	17.127	-2.595
30ns	6	300	17.102	14.696	-2.406
30ns	6	310	16.472	18.363	1.891
30ns	6	320	16.329	17.768	1.439
30ns	6	325	18.956	21.093	2.137
30ns	6	330	19.466	22.738	3.272
30ns	6	340	18.327	22.096	3.769
30ns	6	350	25.820	22.120	-3.699
30ns	6	360	24.458	19.971	-4.487
30ns	6	370	18.559	18.417	-0.142
30ns	6	375	17.982	19.048	1.066
30ns	6	380	18.026	20.708	2.682
30ns	6	390	19.103	21.543	2.440
30ns	6	400	17.763	20.000	2.237
30ns	6	410	20.967	21.216	0.249
30ns	6	420	21.636	24.367	2.731
30ns	6	425	23.277	23.407	0.130
30ns	6	430	23.278	20.964	-2.314
30ns	6	440	16.875	21.222	4.347
30ns	6	450	22.843	23.098	0.255
30ns	6	460	22.534	24.155	1.621
30ns	6	470	15.354	16.437	1.083
30ns	6	475	15.016	17.479	2.463
30ns	6	480	17.432	18.841	1.409
30ns	6	490	16.547	18.780	2.233
30ns	6	500	19.449	17.367	-2.082
30ns	7	50	11.083	14.298	3.215
30ns	7	60	13.633	12.471	-1.163
30ns	7	70	15.492	14.402	-1.090
30ns	7	75	15.629	14.625	-1.004
30ns	7	80	14.376	12.706	-1.670
30ns	7	90	13.339	12.145	-1.194
30ns	7	100	15.271	14.624	-0.648
30ns	7	110	16.081	13.412	-2.670
30ns	7	120	10.693	12.161	1.468
30ns	7	125	12.813	11.844	-0.969
30ns	7	130	11.806	17.797	5.992
30ns	7	140	11.242	9.568	-1.674
30ns	7	150	15.180	14.707	-0.473
30ns	7	160	14.582	15.796	1.214
30ns	7	170	15.822	13.105	-2.717
30ns	7	175	18.626	16.956	-1.670
30ns	7	180	12.326	12.418	0.091
30ns	7	190	18.042	16.270	-1.772
30ns	7	200	20.079	16.751	-3.328
30ns	7	210	14.607	18.328	3.721
30ns	7	220	14.974	15.298	0.323
30ns	7	225	15.835	15.141	-0.694
30ns	7	230	15.675	18.700	3.025
30ns	7	240	17.296	16.711	-0.585
30ns	7	250	17.123	17.248	0.125
30ns	7	260	18.073	16.763	-1.310
30ns	7	270	15.371	16.468	1.097
30ns	7	275	16.174	15.784	-0.390
30ns	7	280	14.829	17.269	2.440
30ns	7	290	12.973	16.624	3.651
30ns	7	300	16.108	18.468	2.360
30ns	7	310	17.055	18.020	0.966
30ns	7	320	19.483	18.403	-1.080
30ns	7	325	16.919	13.384	-3.535
30ns	7	330	16.411	15.774	-0.638
30ns	7	340	14.252	14.437	0.185
30ns	7	350	17.035	17.114	0.078
30ns	7	360	18.479	16.472	-2.007
30ns	7	370	16.094	16.333	0.239
30ns	7	375	18.423	17.479	-0.945
30ns	7	380	15.864	14.532	-1.332
30ns	7	390	17.239	17.831	0.591
30ns	7	400	19.363	18.447	-0.917
30ns	7	410	15.225	16.989	1.764
30ns	7	420	14.196	16.891	2.695
30ns	7	425	20.136	19.287	-0.849
30ns	7	430	18.059	19.636	1.577
30ns	7	440	16.569	15.474	-1.095
30ns	7	450	19.044	17.520	-1.523
30ns	7	460	18.257	18.712	0.456
30ns	7	470	15.065	16.495	1.430
30ns	7	475	17.290	13.605	-3.685
30ns	7	480	22.122	21.439	-0.684
30ns	7	490	21.053	19.622	-1.432
30ns	7	500	19.569	21.460	1.891
30ns	8	50	10.841	11.597	0.756
30ns	8	60	12.204	11.993	-0.211
30ns	8	70	15.347	12.383	-2.964
30ns	8	75	13.946	13.212	-0.734
30ns	8	80	10.534	14.649	4.116
30ns	8	90	14.551	11.825	-2.727
30ns	8	100	13.860	11.691	-2.169
30ns	8	110	13.272	13.124	-0.148
30ns	8	120	16.874	15.277	-1.596
30ns	8	125	16.291	15.754	-0.537
30ns	8	130	12.435	16.200	3.765
30ns	8	140	16.256	16.983	0.727
30ns	8	150	14.782	13.493	-1.288
30ns	8	160	14.012	14.480	0.468
30ns	8	170	17.918	17.437	-0.481
30ns	8	175	21.030	16.777	-4.253
30ns	8	180	18.426	19.486	1.060
30ns	8	190	19.081	17.580	-1.500
30ns	8	200	19.741	21.230	1.489
30ns	8	210	18.097	20.050	1.953
30ns	8	220	20.720	18.478	-2.242
30ns	8	225	15.723	18.752	3.029
30ns	8	230	18.234	18.378	0.144
30ns	8	240	16.251	15.159	-1.093
30ns	8	250	14.500	14.393	-0.107
30ns	8	260	15.310	15.337	0.027
30ns	8	270	14.177	17.467	3.290
30ns	8	275	17.713	19.540	1.826
30ns	8	280	18.643	17.060	-1.583
30ns	8	290	14.025	12.769	-1.256
30ns	8	300	19.288	13.987	-5.301
30ns	8	310	13.912	15.553	1.640
30ns	8	320	16.812	17.466	0.654
30ns	8	325	15.552	12.945	-2.608
30ns	8	330	17.426	14.390	-3.036
30ns	8	340	19.450	16.440	-3.010
30ns	8	350	16.655	15.016	-1.639
30ns	8	360	17.793	14.756	-3.037
30ns	8	370	19.199	18.350	-0.849
30ns	8	375	18.322	15.287	-3.035
30ns	8	380	15.233	15.641	0.409
30ns	8	390	14.097	14.257	0.160
30ns	8	400	12.862	15.897	3.035
30ns	8	410	15.043	15.018	-0.025
30ns	8	420	12.987	15.359	2.372
30ns	8	425	11.416	12.396	0.980
30ns	8	430	17.066	16.767	-0.299
30ns	8	440	17.467	18.046	0.579
30ns	8	450	21.075	24.280	3.205
30ns	8	460	21.155	18.525	-2.629
30ns	8	470	19.056	20.516	1.461
30ns	8	475	18.261	19.636	1.375
30ns	8	480	19.743	17.831	-1.911
30ns	8	490	20.497	18.320	-2.177
30ns	8	500	20.327	18.202	-2.125
30ns	9	50	16.699	19.617	2.918
30ns	9	60	19.320	17.790	-1.530
30ns	9	70	15.595	13.921	-1.674
30ns	9	75	14.520	14.620	0.100
30ns	9	80	13.471	13.424	-0.047
30ns	9	90	12.641	12.349	-0.293
30ns	9	100	13.226	12.623	-0.603
30ns	9	110	14.094	14.861	0.767
30ns	9	120	15.084	15.190	0.106
30ns	9	125	19.511	18.667	-0.845
30ns	9	130	15.890	17.691	1.801
30ns	9	140	16.403	17.158	0.756
30ns	9	150	17.265	16.544	-0.721
30ns	9	160	13.880	15.016	1.137
30ns	9	170	17.467	16.304	-1.163
30ns	9	175	15.665	15.193	-0.472
30ns	9	180	18.058	19.091	1.033
30ns	9	190	19.024	21.162	2.139
30ns	9	200	16.185	15.357	-0.828
30ns	9	210	12.704	14.680	1.976
30ns	9	220	14.421	16.950	2.529
30ns	9	225	15.946	15.128	-0.818
30ns	9	230	14.585	15.537	0.952
30ns	9	240	15.575	14.088	-1.487
30ns	9	250	12.884	14.484	1.600
30ns	9	260	17.045	14.912	-2.133
30ns	9	270	14.832	13.844	-0.988
30ns	9	275	15.036	15.403	0.368
30ns	9	280	13.732	16.907	3.175
30ns	9	290	15.890	15.428	-0.463
30ns	9	300	15.361	14.605	-0.756
30ns	9	310	16.637	16.227	-0.410
30ns	9	320	17.109	18.581	1.472
30ns	9	325	15.452	12.906	-2.546
30ns	9	330	15.996	17.242	1.246
30ns	9	340	15.273	16.621	1.348
30ns	9	350	20.116	13.468	-6.649
30ns	9	360	17.104	15.958	-1.146
30ns	9	370	15.882	15.512	-0.371
30ns	9	375	12.015	13.150	1.135
30ns	9	380	16.030	15.440	-0.590
30ns	9	390	18.071	17.807	-0.264
30ns	9	400	15.523	14.087	-1.436
30ns	9	410	15.541	14.366	-1.175
30ns	9	420	14.895	13.304	-1.591
30ns	9	425	13.142	14.341	1.198
30ns	9	430	14.982	13.466	-1.516
30ns	9	440	15.512	15.919	0.407
30ns	9	450	14.587	14.071	-0.516
30ns	9	460	15.835	14.738	-1.097
30ns	9	470	16.880	14.314	-2.566
30ns	9	475	12.769	15.347	2.579
30ns	9	480	15.440	17.450	2.010
30ns	9	490	16.789	16.456	-0.333
30ns	9	500	13.657	11.695	-1.963
30ns	10	50	16.166	14.091	-2.075
30ns	10	60	16.025	12.307	-3.718
30ns	10	70	14.496	10.624	-3.872
30ns	10	75	14.058	11.885	-2.173
30ns	10	80	11.424	11.727	0.303
30ns	10	90	12.986	16.853	3.867
30ns	10	100	11.615	12.800	1.185
30ns	10	110	16.249	12.297	-3.952
30ns	10	120	24.068	19.507	-4.562
30ns	10	125	17.012	15.917	-1.095
30ns	10	130	20.357	19.303	-1.054
30ns	10	140	21.448	19.924	-1.523
30ns	10	150	19.169	20.326	1.157
30ns	10	160	17.991	15.187	-2.804
30ns	10	170	17.158	17.108	-0.050
30ns	10	175	17.747	19.860	2.114
30ns	10	180	16.285	17.449	1.164
30ns	10	190	19.507	23.880	4.373
30ns	10	200	24.935	27.951	3.016
30ns	10	210	24.126	22.515	-1.612
30ns	10	220	26.109	24.082	-2.026
30ns	10	225	24.253	23.411	-0.843
30ns	10	230	22.834	19.464	-3.370
30ns	10	240	26.851	27.190	0.339
30ns	10	250	20.864	22.450	1.586
30ns	10	260	24.294	26.962	2.668
30ns	10	270	26.388	24.697	-1.691
30ns	10	275	23.539	24.570	1.031
30ns	10	280	23.702	26.338	2.636
30ns	10	290	24.321	25.167	0.846
30ns	10	300	24.760	23.733	-1.027
30ns	10	310	25.738	28.705	2.966
30ns	10	320	27.264	23.559	-3.705
30ns	10	325	21.114	15.499	-5.615
30ns	10	330	21.370	23.615	2.245
30ns	10	340	24.199	24.955	0.756
30ns	10	350	25.001	21.482	-3.519
30ns	10	360	21.612	22.937	1.325
30ns	10	370	23.309	23.728	0.419
30ns	10	375	25.633	24.944	-0.690
30ns	10	380	23.539	23.372	-0.167
30ns	10	390	18.319	12.010	-6.309
30ns	10	400	19.731	19.611	-0.121
30ns	10	410	18.281	21.709	3.428
30ns	10	420	22.677	23.766	1.089
